Link,Pilseta,Zemes Tips,Zemes Numurs,Datums,Datu iev.,Cena EUR,Cena m2,Platiba Daudzums,Platiba Mervieniba,Adrese
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/valmiera/djlen.html,Valmiera un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 07.11.2022 16:10'],11/28/2022,21900,16.36,1339,m²,Namdaru iela 18 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/limbadzi-and-reg/salacgriva/ahmgd.html,Limbaži un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 28.11.2022 16:07'],11/28/2022,21555,9,2395,m²,Salas iela 13a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aluksne-and-reg/jaunannas-pag/piinf.html,Alūksne un raj.,Lauksaimniecības zeme,36580010087,['Datums: 27.11.2022 12:14'],11/28/2022,21500,0.43,5,ha.,Kociņi 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/jekabpils/abboj.html,Jēkabpils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 06.11.2022 10:55'],11/28/2022,21500,17.92,1200,m²,Pļaujas iela 22 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/aizkraukles/agpbf.html,Aizkraukle un raj.,Komerciāla apbūve,3201 002 0156,['Datums: 14.10.2022 15:16'],11/28/2022,21000,21.08,996,m²,Gaismas 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/bauska/cigdk.html,Bauska un raj.,Zeme privātmājas būvēšanai,40500020349,['Datums: 27.11.2022 21:30'],11/28/2022,21000,11.22,1872,m²,Lakāju 37 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/naujenes-pag/hlgbe.html,Daugavpils un raj.,Zeme privātmājas būvēšanai,44740050557,['Datums: 18.11.2022 12:36'],11/28/2022,21000,7,3000,m²,Stropi 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/saukas-pag/dlblf.html,Jēkabpils un raj.,Lauksaimniecības zeme,56880070163,['Datums: 24.10.2022 14:40'],11/28/2022,21000,0.32,6.5,ha.,Purviņu pļavas 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kuldiga-and-reg/alsungas-pag/bdphkb.html,Kuldīga un raj.,Lauksaimniecības zeme,NA,['Datums: 19.11.2022 14:15'],11/28/2022,21000,0.36,5.83,ha.,Z/s cērpi 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/liepaja-and-reg/grobina/abelp.html,Liepāja un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 28.11.2022 09:24'],11/28/2022,21000,10.71,1961,m²,Skuju 12 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/pelecu-pag/bfjobb.html,Preiļi un raj.,Lauksaimniecības zeme,76560050255,['Datums: 24.10.2022 14:45'],11/28/2022,21000,0.29,7.2,ha.,Apses 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/saldus-and-reg/saldus/hmlpl.html,Saldus un raj.,Daudzstāvu būve,84010090180,['Datums: 04.11.2022 11:51'],11/28/2022,21000,9.01,2330,m²,Celtnieku iela 1a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/talsi-and-reg/vandzenes-pag/bixen.html,Talsi un raj.,"Vasarnīcas zemes gabals, dārzs",88940060028,['Datums: 25.11.2022 15:20'],11/28/2022,21000,2.33,9000,m²,Omāri 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/brengulu-pag/ijmmp.html,Valmiera un raj.,Zeme privātmājas būvēšanai,96460040280,['Datums: 14.11.2022 09:20'],11/28/2022,21000,2.1,1,ha.,Tīles 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kuldiga-and-reg/kurmales-pag/cmjgl.html,Kuldīga un raj.,Lauksaimniecības zeme,62600100022,['Datums: 13.10.2022 13:57'],11/28/2022,20500,0.41,5,ha.,123
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/seces-pag/fcbip.html,Aizkraukle un raj.,Lauksaimniecības zeme,32780020009,['Datums: 14.11.2022 17:31'],11/28/2022,20000,1.26,15900,m²,Mazbrencēni 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/mezotnes-pag/aflpk.html,Bauska un raj.,Zeme privātmājas būvēšanai,4072 007 0160,['Datums: 07.11.2022 13:26'],11/28/2022,20000,4,5000,m²,Senči 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/cesis-and-reg/drabesu-pag/eeexi.html,Cēsis un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 28.11.2022 12:47'],11/28/2022,20000,10.53,1900,m²,Lapsas 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/cesis-and-reg/vaives-pag/ndnln.html,Cēsis un raj.,Lauksaimniecības zeme,42900020063,['Datums: 15.11.2022 20:06'],11/28/2022,20000,0.5,4,ha.,Lv 123 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kraslava-and-reg/skeltovas-pag/cbfki.html,Krāslava un raj.,Cits,NA,['Datums: 04.10.2022 21:54'],11/28/2022,20000,11.76,1700,m²,Ķīpsala 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kuldiga-and-reg/rumbas-pag/ckfmf.html,Kuldīga un raj.,Zeme privātmājas būvēšanai,62840050210,['Datums: 17.11.2022 12:26'],11/28/2022,20000,9.03,2215,m²,Vēji 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/liepaja-and-reg/nicas-pag/eedbo.html,Liepāja un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 22.11.2022 12:17'],11/28/2022,20000,5.72,3499,m²,Grīnvalti 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/limbadzi-and-reg/salacgriva/elbek.html,Limbaži un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 07.11.2022 08:39'],11/28/2022,20000,2,1,ha.,Tīruma 21c 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/zilupe/bpmhh.html,Ludza un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 21.11.2022 16:21'],11/28/2022,20000,19.98,1001,m²,Raiņa iela 11 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/ikskiles-l-t/ajlen.html,Ogre un raj.,Zeme privātmājas būvēšanai,74940090073,['Datums: 27.11.2022 14:11'],11/28/2022,20000,4,5000,m²,Tīnūži 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/pelecu-pag/jlnnj.html,Preiļi un raj.,Lauksaimniecības zeme,76560040083,['Datums: 24.10.2022 14:45'],11/28/2022,20000,0.3,6.6,ha.,Ķipuru pļava 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/vilanu-pag/ekpfe.html,Rēzekne un raj.,Lauksaimniecības zeme,78980030042,['Datums: 06.11.2022 11:06'],11/28/2022,20000,0.67,3,ha.,Солотвино 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/talsi-and-reg/talsi/diimj.html,Talsi un raj.,Zeme privātmājas būvēšanai,88010110095,['Datums: 15.11.2022 21:23'],11/28/2022,20000,7.05,2837,m²,Raudu iela 21/19 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/tukums-and-reg/jaunsatu-pag/fgkbh.html,Tukums un raj.,Lauksaimniecības zeme,NA,['Datums: 16.11.2022 09:45'],11/28/2022,20000,3.28,6104,m²,Atvari 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/jekabpils/hbofi.html,Jēkabpils un raj.,Zeme privātmājas būvēšanai,56010020484,['Datums: 13.11.2022 16:32'],11/28/2022,19950,9.9,2016,m²,Jāņa Akurātera iela 5b 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/balvi-and-reg/rugaju-pag/fpfhg.html,Balvi un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 27.10.2022 16:47'],11/28/2022,19800,3.36,5900,m²,Kurmenes iela 31 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/talsi-and-reg/laucienes-pag/bpxdc.html,Talsi un raj.,Zeme privātmājas būvēšanai,88700180028,['Datums: 14.11.2022 23:26'],11/28/2022,19100,0.96,2,ha.,Vērdiņi 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/cesis-and-reg/cesis/dffxd.html,Cēsis un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 26.11.2022 21:10'],11/28/2022,19000,7.91,2402,m²,Jurģu iela 19 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/daugavpils-and-reg/naujenes-pag/ddfjn.html,Daugavpils un raj.,Zeme privātmājas būvēšanai,44740070478,['Datums: 14.11.2022 19:48'],11/28/2022,19000,0.27,7,ha.,Vecpils 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/limbadzi-and-reg/salacgriva/gidlx.html,Limbaži un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 20.11.2022 20:42'],11/28/2022,19000,11.18,1700,m²,Meža iela 18a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/limbadzi-and-reg/salacgriva/bgcjc.html,Limbaži un raj.,Zeme privātmājas būvēšanai,66150060035,['Datums: 20.10.2022 11:56'],11/28/2022,19000,3.5,5423,m²,Krūmiņu 3 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/rezekne/bedlcf.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,21000040514,['Datums: 07.11.2022 22:45'],11/28/2022,18900,15.54,1216,m²,Dzelzceļnieku iela 9a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/ikskile/bxlbb.html,Ogre un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 18.11.2022 15:46'],11/28/2022,18800,7.76,2423,m²,Aleksandra iela 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/jekabpils/exdki.html,Jēkabpils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 25.10.2022 09:09'],11/28/2022,18500,20.02,924,m²,Kaļķu 7c 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/liepaja-and-reg/liepaja/dpgjl.html,Liepāja un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 22.11.2022 15:46'],11/28/2022,18500,185,100,m²,Zāļu iela 20 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/liepaja-and-reg/grobina/djipf.html,Liepāja un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 22.11.2022 12:42'],11/28/2022,18500,18.41,1005,m²,Īves iela 7 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/aglonas-pag/hkdij.html,Preiļi un raj.,Zeme privātmājas būvēšanai,76420040606,['Datums: 21.10.2022 11:38'],11/28/2022,18500,2.13,8700,m²,Susuri 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/kauguru-pag/aakkk.html,Valmiera un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 22.11.2022 15:06'],11/28/2022,18490,9.86,1875,m²,Krēsliņi 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/veremu-pag/cxgcm.html,Rēzekne un raj.,Lauksaimniecības zeme,78960040048,['Datums: 04.11.2022 14:26'],11/28/2022,18400,0.8,23000,m²,Pīlādži 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/pelecu-pag/dbmxp.html,Preiļi un raj.,Lauksaimniecības zeme,76560020287,['Datums: 03.11.2022 15:59'],11/28/2022,18200,0.36,5.1,ha.,Z. v. 76560020227 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/kokneses-pag/bboed.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32600130285,['Datums: 14.11.2022 12:34'],11/28/2022,18000,1.8,1,ha.,Paugu iela 4 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/aizkraukles/djxmm.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32440060261,['Datums: 10.11.2022 20:13'],11/28/2022,18000,8.92,2017,m²,Graudu iela 1 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/aizkraukles/ccfcx.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32440060266,['Datums: 10.11.2022 20:07'],11/28/2022,18000,7.59,2372,m²,Zaļā iela 6 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/liepaja-and-reg/grobina/abemx.html,Liepāja un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 22.11.2022 12:17'],11/28/2022,18000,14.94,1205,m²,Jaunatnes 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/limbadzi-and-reg/vidrizu-pag/bixdk.html,Limbaži un raj.,Zeme privātmājas būvēšanai,66840020241,['Datums: 27.11.2022 13:01'],11/28/2022,18000,1.8,1,ha.,Bebri 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/metrienas-pag/gljjg.html,Madona un raj.,Lauksaimniecības zeme,NA,['Datums: 07.11.2022 20:12'],11/28/2022,18000,0.6,3,ha.,X 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/varves-pag/fkccp.html,Ventspils un raj.,Lauksaimniecības zeme,98840030112,['Datums: 15.11.2022 17:29'],11/28/2022,18000,0.6,3,ha.,Dūjas 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/cesis-and-reg/cesis/amfkx.html,Cēsis un raj.,Zeme privātmājas būvēšanai,42010080049,['Datums: 26.11.2022 21:08'],11/28/2022,17500,6.78,2580,m²,Jurģu iela 1 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/kaunatas-pag/ahecn.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,78620080050,['Datums: 16.11.2022 12:38'],11/28/2022,17500,0.33,53000,m²,Liepkalni 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/valmiera/ecnix.html,Valmiera un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 24.11.2022 13:51'],11/28/2022,17500,21.39,818,m²,Ķieģeļu iela 19 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/jaunjelgava/egpck.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32070020138,['Datums: 23.11.2022 19:33'],11/28/2022,17000,14.17,1200,m²,Mazā Daugavas iela 16a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/figil.html,Dobele un raj.,Zeme privātmājas būvēšanai,46720020157,['Datums: 13.11.2022 20:34'],11/28/2022,17000,14.15,1201,m²,Dārzniecības iela 17 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/jekabpils/ejigc.html,Jēkabpils un raj.,Zeme privātmājas būvēšanai,5601 002 2376; .77,['Datums: 14.11.2022 20:05'],11/28/2022,17000,6.46,2630,m²,Pļaviņu 28a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/isnaudas-pag/findf.html,Ludza un raj.,Cits,68580100232,['Datums: 24.11.2022 08:43'],11/28/2022,17000,0.57,3,ha.,Isnaudas pagasts 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/erglu-pag/ixkjf.html,Madona un raj.,Zeme privātmājas būvēšanai,70540080068,['Datums: 06.11.2022 20:46'],11/28/2022,17000,0.85,2,ha.,Avotu 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/iecavas-nov/bplpp.html,Bauska un raj.,Zeme privātmājas būvēšanai,40640103324,['Datums: 23.11.2022 13:44'],11/28/2022,16900,4.92,3432,m²,Āķīšu ceļš 22 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/ogresgala-pag/aadio.html,Ogre un raj.,Zeme privātmājas būvēšanai,74800040081,['Datums: 25.11.2022 13:28'],11/28/2022,16900,18.43,917,m²,Bumbieru 15 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/adjgb.html,Dobele un raj.,Zeme privātmājas būvēšanai,46010138211,['Datums: 12.11.2022 11:37'],11/28/2022,16500,15.33,1076,m²,Zaļā iela 87c 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/talsi-and-reg/mersraga-pag/hkdom.html,Talsi un raj.,Zeme privātmājas būvēšanai,88780031022,['Datums: 27.11.2022 14:15'],11/28/2022,16500,4.98,3315,m²,Lielā iela 17a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kuldiga-and-reg/kuldiga/gmolg.html,Kuldīga un raj.,Cits,NA,['Datums: 02.11.2022 21:19'],11/28/2022,16200,18.71,866,m²,Vienības 62 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/ventspils/afekh.html,Ventspils un raj.,Zeme privātmājas būvēšanai,98840010149,['Datums: 26.11.2022 12:31'],11/28/2022,16200,6,0.27,ha.,Ronēni. 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/jaunjelgava/lxxlh.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32070022012,['Datums: 19.11.2022 11:15'],11/28/2022,16000,4.15,3856,m²,Jekabpils 20a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/aizkraukles/dmkom.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32440060272,['Datums: 10.11.2022 20:06'],11/28/2022,16000,8.7,1840,m²,Robežu iela 3 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/aizkraukles/fkbdj.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32010030148,['Datums: 05.11.2022 20:50'],11/28/2022,16000,11.94,1340,m²,"Mēness iela 5, 5 "
https://www.ss.com/msg/lv/real-estate/plots-and-lands/jekabpils-and-reg/jekabpils/bjobe.html,Jēkabpils un raj.,Zeme privātmājas būvēšanai,56010022266,['Datums: 11.11.2022 08:00'],11/28/2022,16000,13.17,1215,m²,Zemgales 34b 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/liepaja-and-reg/medzes-pag/ahdnf.html,Liepāja un raj.,"Vasarnīcas zemes gabals, dārzs",NA,['Datums: 22.11.2022 11:13'],11/28/2022,16000,1.6,1,ha.,Iela 30 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/rezekne/gfdgn.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,21000190203,['Datums: 15.11.2022 19:20'],11/28/2022,16000,10.81,1480,m²,Zavoloko iela 19B 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/rezekne/cbfnol.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 06.11.2022 19:52'],11/28/2022,16000,5.28,3032,m²,Torņa iela 35 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/veremu-pag/hjffm.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,78960040237,['Datums: 24.10.2022 09:32'],11/28/2022,16000,3.33,0.48,ha.,Skeneva 30 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/talsi-and-reg/libagu-pag/nfxxk.html,Talsi un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 20.11.2022 14:06'],11/28/2022,16000,3.2,0.5,ha.,Vidi 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/tukums-and-reg/dzukstes-pag/abbfd.html,Tukums un raj.,Zeme privātmājas būvēšanai,90480010418,['Datums: 15.11.2022 21:44'],11/28/2022,16000,5.33,3000,m²,Valeikas 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/valmiera-and-reg/brengulu-pag/fpphk.html,Valmiera un raj.,Lauksaimniecības zeme,NA,['Datums: 13.11.2022 19:47'],11/28/2022,16000,0.43,3.72,ha.,1 1
https://www.ss.com/msg/lv/real-estate/plots-and-lands/balvi-and-reg/balvi/fcpfb.html,Balvi un raj.,Zeme privātmājas būvēšanai,38010010401,['Datums: 15.11.2022 22:47'],11/28/2022,15990,5.92,2700,m²,Stacijas 16 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/exgjx.html,Dobele un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 14.11.2022 09:41'],11/28/2022,15500,12.91,1201,m²,Skolas iela 31 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/iecavas-nov/hicok.html,Bauska un raj.,Zeme privātmājas būvēšanai,40640101678,['Datums: 25.11.2022 11:06'],11/28/2022,15000,13.35,1124,m²,Vēju 6 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/cesis-and-reg/cesis/enoli.html,Cēsis un raj.,Cits,NA,['Datums: 28.11.2022 09:41'],11/28/2022,15000,8.23,1823,m²,Raiņa 6 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/vitinu-pag/ighln.html,Dobele un raj.,Cits,NA,['Datums: 22.11.2022 10:56'],11/28/2022,15000,0.83,1.8,ha.,Auce-Lietuvas robeža 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/benes-pag/iceld.html,Dobele un raj.,Zemes gabals ciemata,4650 005 0153,['Datums: 25.10.2022 12:31'],11/28/2022,15000,3.35,4471,m²,Dzelzceļa 21 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kraslava-and-reg/andrupenes-pag/jbfxn.html,Krāslava un raj.,Zeme privātmājas būvēšanai,60420060343,['Datums: 16.11.2022 20:21'],11/28/2022,15000,0.19,8,ha.,Ezera nāriņas 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/ludza/edmkn.html,Ludza un raj.,Zeme privātmājas būvēšanai,6801 005 0241,['Datums: 05.11.2022 13:32'],11/28/2022,15000,3.03,4951,m²,Latgales iela 173a 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ludza-and-reg/ludza/digml.html,Ludza un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 01.11.2022 12:31'],11/28/2022,15000,8.33,1800,m²,Latgale 10 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/madona/bllpf.html,Madona un raj.,Zeme privātmājas būvēšanai,7001-001-1602,['Datums: 24.11.2022 09:03'],11/28/2022,15000,17.94,836,m²,Saules iela 34c 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/laudonas-pag/mhdkx.html,Madona un raj.,Zeme privātmājas būvēšanai,70700070408,['Datums: 06.11.2022 20:46'],11/28/2022,15000,0.75,2,ha.,Toces iela 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/berzaunes-pag/ahcnf.html,Madona un raj.,Lauksaimniecības zeme,70460090288,['Datums: 31.10.2022 20:55'],11/28/2022,15000,0.88,1.7,ha.,Laipas 3 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/preili-and-reg/jersikas-pag/beixc.html,Preiļi un raj.,Zeme privātmājas būvēšanai,76520020134,['Datums: 26.11.2022 08:53'],11/28/2022,15000,1,1.5,ha.,Vērdiņi. 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/saldus-and-reg/brocenu-l-t/cbmin.html,Saldus un raj.,Lauksaimniecības zeme,84250030147,['Datums: 15.11.2022 11:13'],11/28/2022,15000,0.33,4.6,ha.,Bērzu mototrase 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/saldus-and-reg/ezeres-pag/djpin.html,Saldus un raj.,Zeme privātmājas būvēšanai,84480060302,['Datums: 02.11.2022 16:03'],11/28/2022,15000,3,5000,m²,Krasta māja 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/tukums-and-reg/lapmezciema-nov/ehicm.html,Tukums un raj.,Cits,90660050077,['Datums: 23.11.2022 16:16'],11/28/2022,15000,0.73,20610,m²,Mežozoli 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ventspils-and-reg/targales-pag/ehocm.html,Ventspils un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 22.11.2022 20:26'],11/28/2022,15000,0.75,2,ha.,Ventmalnieki 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/rezekne/hxfhp.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,21000130032,['Datums: 11.11.2022 14:57'],11/28/2022,14990,17.51,856,m²,F. Varslavāna iela 8c 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/aizkraukle-and-reg/kokneses-pag/gdjnm.html,Aizkraukle un raj.,Zeme privātmājas būvēšanai,32600130791,['Datums: 18.10.2022 20:06'],11/28/2022,14950,11.96,1250,m²,Mazā Pils iela 1-10 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/vecumnieku-pag/klmnh.html,Bauska un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 12.11.2022 08:44'],11/28/2022,14900,9.31,1600,m²,Bauskas 15 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/ogre-and-reg/ogresgala-pag/aglej.html,Ogre un raj.,Zeme privātmājas būvēšanai,74800040126,['Datums: 25.11.2022 13:29'],11/28/2022,14900,18.79,793,m²,Kļavlapu 8 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/iecavas-nov/ddhgf.html,Bauska un raj.,Zeme privātmājas būvēšanai,40640140226,['Datums: 13.11.2022 20:10'],11/28/2022,14200,1.42,1,ha.,Rosme 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/codes-pag/hnebh.html,Bauska un raj.,Zeme privātmājas būvēšanai,NA,['Datums: 20.11.2022 14:12'],11/28/2022,14000,11.57,1210,m²,Zemgaļu 20 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/bauska-and-reg/islices-pag/jcbkm.html,Bauska un raj.,Zeme privātmājas būvēšanai,40680080031,['Datums: 10.11.2022 14:24'],11/28/2022,13500,1.35,1,ha.,Melnupes 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/madona-and-reg/vestienas-pag/fmbkl.html,Madona un raj.,"Vasarnīcas zemes gabals, dārzs",70960070116,['Datums: 19.11.2022 13:46'],11/28/2022,13500,2.21,6100,m²,Ezerkrastu 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/rezekne-and-reg/griskanu-pag/agobn.html,Rēzekne un raj.,Zeme privātmājas būvēšanai,78560040007,['Datums: 08.11.2022 09:46'],11/28/2022,13050,0.9,14500,m²,Lipski 1 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/gjlbi.html,Dobele un raj.,Zeme privātmājas būvēšanai,46720020151,['Datums: 13.11.2022 20:30'],11/28/2022,13000,10.83,1200,m²,Dārzniecības iela 10 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/abbjj.html,Dobele un raj.,Zeme privātmājas būvēšanai,46720020148,['Datums: 13.11.2022 20:27'],11/28/2022,13000,9.29,1400,m²,Sekstītes 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/djiof.html,Dobele un raj.,Zeme privātmājas būvēšanai,46720020037,['Datums: 13.11.2022 20:24'],11/28/2022,13000,10.83,1200,m²,Sekstes 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/dobele-and-reg/dobele/dhbod.html,Dobele un raj.,Zeme privātmājas būvēšanai,46720020149,['Datums: 13.11.2022 20:16'],11/28/2022,13000,10.63,1223,m²,Dārzniecības iela 14 
https://www.ss.com/msg/lv/real-estate/plots-and-lands/kraslava-and-reg/skaistas-pag/mkkhk.html,Krāslava un raj.,Lauksaimniecības zeme,NA,['Datums: 24.11.2022 19:43'],11/28/2022,13000,0.32,4.1,ha.,Skaistas pag 
